local_datetime,site_id,num_days,meter_cost,demand_rate,kW,demand_cost,value,energy_cost,avg_energy_rate,total_cost
2012-07-31,236,31,142.58729,21.63,190.9948,4131.217524,44766.85329999977,8111.75381795981,0.18119999999999073,12385.55863195981
2012-07-31,259,31,142.58729,21.63,349.2172,7553.568036,91670.60639999941,16610.713879680312,0.18119999999999073,24306.869205680312
2012-07-31,270,31,142.58729,21.63,357.53200000000004,7733.417160000001,184347.68669999545,33403.800830040986,0.18119999999999073,41279.80528004099
2012-07-31,275,31,142.58729,21.63,256.9204,5557.188251999999,68238.91699999972,12364.891760399563,0.18119999999999073,18064.66730239956
2012-08-31,88,31,142.58729,21.63,246.7464,5337.124632,86447.14460000521,15664.222601519568,0.18119999999999073,21143.93452351957
2012-08-31,92,31,142.58729,21.63,56.9868,1232.624484,23717.06299999878,4297.531815599736,0.18119999999999073,5672.743589599736
2012-08-31,99,31,142.58729,21.63,309.5684,6695.964492,80703.42790000142,14623.461135480124,0.18119999999999073,21462.012917480122
2012-08-31,100,31,142.58729,21.63,362.4132,7838.997516,61147.864899996806,11079.993119880304,0.18119999999999073,19061.577925880305
2012-08-31,101,31,142.58729,21.63,816.1584,17653.506192,313121.2170000027,56737.56452039966,0.18119999999999073,74533.65800239966
2012-08-31,103,31,142.58729,21.63,759.4396,16426.678548,181704.16149999943,32924.79406380012,0.18119999999999073,49494.05990180012
2012-08-31,109,31,142.58729,21.63,396.6292,8579.089596,135245.3567999978,24506.458652160065,0.18119999999999073,33228.135538160066
2012-08-31,111,31,142.58729,21.63,241.58079999999998,5225.392703999999,84637.55860000185,15336.325618320654,0.18119999999999073,20704.30561232065
2012-08-31,116,31,142.58729,21.63,608.4176,13160.072687999998,207153.87379999383,37536.28193255896,0.18119999999999073,50838.94191055896
2012-08-31,136,31,142.58729,21.63,472.7188,10224.907643999999,99467.77650000136,18023.561101800224,0.18119999999999073,28391.056035800222
